-0.87506,-0.999999,0
0.535332,0.232886,0
-0.303455,0.504534,0
-0.965721,0.666452,0
0.188296,-0.242488,1
-0.351485,0.495371,0
-0.35744,-0.402741,0
0.167146,-0.248704,1
0.921947,0.993965,0
0.215535,0.324928,1
-0.0980226,-0.157842,1
-0.82446,0.993375,0
-0.734938,-0.414629,0
-0.513928,0.934059,0
-0.0270316,-0.63649,0
0.297726,-0.697848,0
0.234265,-0.999747,0
0.0467122,-0.518229,0
-0.815716,0.626274,0
-0.636649,-0.870677,0
-0.644911,-0.995874,0
0.986343,-0.988172,0
0.268387,-0.209293,1
0.142248,0.572312,0
0.987506,-0.430753,0
-0.999268,-0.335925,0
0.934582,0.987127,0
-0.0127045,0.645729,0
0.573574,0.0316055,0
0.557386,-0.000246399,0
0.622827,-0.860133,0
-0.698025,-0.256436,0
0.768555,0.568575,0
-0.998973,0.707297,0
0.148248,-0.475346,1
0.999526,0.702261,0
0.833033,-0.897245,0
0.472051,-0.996013,0
0.00633718,0.865957,0
-0.38174,0.988485,0
0.90176,0.829558,0
-0.98096,0.193694,0
-0.999574,0.893916,0
0.267929,0.389369,1
0.963598,-0.624197,0
-0.183331,0.720383,0
0.203512,0.41835,1
-0.877393,0.999734,0
-0.795451,0.288379,0
-0.798387,0.631645,0
-0.822233,-0.977456,0
-0.65214,0.580393,0
0.696095,-0.461237,0
-0.74254,0.700631,0
-0.280642,0.992808,0
0.706038,0.0775294,0
-0.952383,0.740169,0
-0.269173,-0.995111,0
0.780498,0.971002,0
-0.898859,-0.986489,0
-0.371804,0.967461,0
0.536495,-0.868475,0
-0.999912,-0.590005,0
0.709615,0.948483,0
0.997945,-0.518774,0
-0.757044,0.954969,0
-0.65391,0.774628,0
-0.529565,0.720005,0
-0.477895,-0.943291,0
-0.171281,0.673678,0
-0.458592,0.949228,0
-0.0166037,-0.436511,1
0.651445,-0.988932,0
0.999876,-0.910589,0
-0.419496,0.942403,0
0.258547,0.839885,0
-0.947533,-0.45047,0
0.982923,0.997954,0
0.890461,0.983422,0
-0.253596,-0.71325,0
0.878022,0.995743,0
0.754733,-0.723717,0
0.997305,0.801429,0
-0.465863,0.976343,0
0.999974,0.986177,0
0.298349,-0.981702,0
0.885869,0.893559,0
0.953472,0.82088,0
-0.949448,0.970571,0
0.975702,-0.502549,0
0.414625,0.946453,0
0.978091,-0.965173,0
0.989154,0.370173,0
0.308947,-0.823636,0
-0.57876,-0.562714,0
-0.838475,0.439019,0
-0.313457,0.0388027,1
0.840082,0.981662,0
0.995409,-0.790702,0
-0.659733,-0.988548,0
0.906596,0.405477,0
-0.834708,-0.327834,0
0.998844,-0.966437,0
-0.588288,-0.53396,0
0.774771,0.886604,0
-0.197949,0.994349,0
-0.845329,-0.917528,0
0.999501,0.952827,0
0.827502,0.549987,0
-0.253951,0.0308612,1
-0.0118667,-0.878731,0
-0.192134,-0.99213,0
-0.765522,-0.720205,0
-0.807175,-0.671407,0
-0.765724,-0.357124,0
1,0.298758,0
-0.92865,-0.550233,0
-0.595109,0.995786,0
-0.992211,-0.592618,0
-0.792978,0.894906,0
0.246619,0.233127,1
-0.840921,0.915505,0
-0.581517,0.102369,0
0.959075,0.828615,0
0.635261,0.706089,0
-0.951473,0.968528,0
0.502491,0.312711,0
0.284555,0.977259,0
0.990845,0.99343,0
0.0842807,0.783617,0
0.237469,0.312401,1
-0.782762,0.370624,0
-0.417159,-0.907713,0
0.89088,-0.99881,0
-0.421123,0.960604,0
0.793719,0.828212,0
-0.945186,0.948541,0
0.412182,-0.654188,0
0.0220981,-0.814603,0
-0.992935,0.695517,0
0.394316,0.542882,0
-0.997791,-0.184139,0
0.758045,-0.0476051,0
0.250161,-0.466007,0
0.59096,-0.403746,0
-0.412934,0.806912,0
0.989903,0.8587,0
0.530529,0.047953,0
0.842756,-0.459538,0
0.851825,0.272184,0
-0.0442575,-0.999968,0
-0.895995,-0.11404,0
0.753913,0.565025,0
-0.563668,0.188007,0
0.829995,-0.459688,0
0.918425,-0.0689366,0
0.94397,0.497482,0
0.323936,0.865839,0
0.554788,0.994557,0
0.69515,0.556823,0
-0.811793,0.336271,0
-0.999146,0.997472,0
0.959062,0.687475,0
0.999732,-0.999152,0
0.867497,0.986171,0
0.456988,-0.161559,1
0.718202,0.98906,0
0.869466,-0.982504,0
-0.339016,0.434974,0
-0.999998,-0.467043,0
0.902255,0.985855,0
0.575497,-0.98938,0
-0.39078,0.992939,0
-0.295874,-0.73205,0
-0.980864,0.999544,0
0.241329,-0.51365,0
0.931181,0.428215,0
0.432112,-0.988153,0
0.129789,-0.651911,0
0.998141,0.974129,0
-0.456407,0.676621,0
0.712377,-0.0554833,0
-0.469365,0.951365,0
0.991324,0.828527,0
-0.990651,0.0325031,0
0.131355,-0.550259,0
0.567573,-0.971014,0
-0.19787,-0.219992,1
-0.221941,-0.998995,0
-0.443104,-0.264778,0
0.215303,-0.043799,1
-0.238709,-0.083863,1
-0.832041,0.9596,0
-0.971801,0.460056,0
0.985103,0.557252,0
0.607371,0.515203,0
-0.996128,-0.705337,0
0.630669,0.845616,0
0.351456,0.756321,0
0.0107437,0.879505,0
0.734658,0.927699,0
-0.850812,-0.992525,0
-0.140767,-0.998076,0
-0.995058,-0.356988,0
-0.304345,-0.819859,0
0.958513,-0.720433,0
0.685157,0.440925,0
-0.659734,-0.114628,0
-0.890953,-0.239939,0
-0.609329,0.858402,0
-0.636439,-0.482013,0
-0.996108,-0.626389,0
-0.634681,-0.972527,0
0.284817,-0.266517,1
0.997149,-0.356664,0
-0.936643,0.956783,0
0.91274,-0.906655,0
-0.119038,-0.0394925,1
-0.246483,0.999803,0
0.163697,-0.500237,0
0.925145,0.308327,0
0.996804,-0.976195,0
0.976621,-0.863994,0
-0.361342,-0.80442,0
0.959565,-0.99897,0
0.994596,0.767051,0
-0.897133,0.806892,0
0.218683,-0.916029,0
-0.279044,0.912616,0
-0.0384602,-0.969577,0
-0.807033,-0.155594,0
-0.0477462,0.974041,0
0.961254,0.490372,0
-0.950418,-0.267067,0
0.421753,-0.282378,0
0.656888,0.941619,0
-0.926039,0.809129,0
0.934169,-0.426975,0
-0.382516,0.827532,0
0.200156,-0.132553,1
-0.289126,-0.877693,0
-0.31789,0.758812,0
-0.254835,0.102857,1
0.998407,-0.96503,0
0.641744,-0.4773,0
0.756649,0.885858,0
0.915643,0.224407,0
-0.324012,-0.994418,0
-0.864672,-0.495496,0
